text,label,rating,helpful_vote,verified_purchase,text_clean_for_split,text_hash,split
"I have some bad looking ankles. This did the trick! I would have to do it every day if I wanted to keep them looking good, but hey, I'm on my feet a lot too. Not very durable. I accidentally dropped it on my carpet and so now if I turn it all but upright then it shuts down and doesn't work until I turn it upright again. I loved it while it was still working.",0,3,0,1,"i have some bad looking ankles. this did the trick! i would have to do it every day if i wanted to keep them looking good, but hey, i'm on my feet a lot too. not very durable. i accidentally dropped it on my carpet and so now if i turn it all but upright then it shuts down and doesn't work until i turn it upright again. i loved it while it was still working.",c71b73bb295e71eaf3562707b5b03e81,calibration
love my instant lashes. So simple to put on. I can't wait to wear them out when work goes back to normal.,0,5,0,1,love my instant lashes. so simple to put on. i can't wait to wear them out when work goes back to normal.,065d9e0887a208de77be32448657e6b1,calibration
Worked perfectly,1,5,0,1,worked perfectly,3632c579efefa52d74ab45359884d246,calibration
"This review is for people who are trying to decide on the Sonicare or a Braun Oral B (or ANY spin brush for that matter).  My previous toothbrush was an Braun Oral B, and in my experience, the Sonicare is way superior.<br /><br />First of all, the Oral B has a rotating head.  Well, after several uses, I've noticed that the head starts getting loose and my lips and cheeks sometimes get pinched in the gap between the head and the neck of the brush.  This causes me to have to change the brush even before it's due.  Also, it seems that the Oral B allows a lot of water to enter into the metal parts that make the head spin.  Therefore, while brushing, the water along with toothpaste seem to clean those parts which results in dirty water in your mouth!  It's not pretty sight rinsing out your mouth and toothbrush and seeing grey water in the sink!<br /><br />So after dealing with spin brushes for several years, I decided to give the Sonicare a try.  Besides all the hassles of the spin type brushes, most importantly, the Sonicare cleans better.  I was surprised at how well it performed since I thought the Oral B was a huge step above a manual brush.  But the Sonicare makes my teeth feel even *cleaner* and I love how it makes my gums feel as well!  When the Sonicare first came out in the market, I knew that there was no way the head would even fit in my small mouth (with all my wisdom teeth in tact!) so that's why I never considered it before.  However, the current design of the brushes is fantastic.  They are compact and angled and I have no problems reaching all my teeth.  I have a feeling once you try the Sonicare, you'll never go back to any other toothbrush.  It's really *that* great!",1,5,6,0,"this review is for people who are trying to decide on the sonicare or a braun oral b (or any spin brush for that matter). my previous toothbrush was an braun oral b, and in my experience, the sonicare is way superior.<br /><br />first of all, the oral b has a rotating head. well, after several uses, i've noticed that the head starts getting loose and my lips and cheeks sometimes get pinched in the gap between the head and the neck of the brush. this causes me to have to change the brush even before it's due. also, it seems that the oral b allows a lot of water to enter into the metal parts that make the head spin. therefore, while brushing, the water along with toothpaste seem to clean those parts which results in dirty water in your mouth! it's not pretty sight rinsing out your mouth and toothbrush and seeing grey water in the sink!<br /><br />so after dealing with spin brushes for several years, i decided to give the sonicare a try. besides all the hassles of the spin type brushes, most importantly, the sonicare cleans better. i was surprised at how well it performed since i thought the oral b was a huge step above a manual brush. but the sonicare makes my teeth feel even *cleaner* and i love how it makes my gums feel as well! when the sonicare first came out in the market, i knew that there was no way the head would even fit in my small mouth (with all my wisdom teeth in tact!) so that's why i never considered it before. however, the current design of the brushes is fantastic. they are compact and angled and i have no problems reaching all my teeth. i have a feeling once you try the sonicare, you'll never go back to any other toothbrush. it's really *that* great!",50ae708fa06dbe5865c0f22afbe31405,calibration
My wife loved this product. Drying power is excellent. I would buy it again.,0,5,0,1,my wife loved this product. drying power is excellent. i would buy it again.,eba0816f3e3aba928acaecdbcad474df,calibration
"When I took these tape in extensions to my stylist, she went to put them in and discovered there was no stick to the tapes. It wouldn’t adhere to my hair at all. I had to purchase tapes from her so the hair could be used. Very disappointing. I would not recommend these extensions to anyone.",0,1,0,1,"when i took these tape in extensions to my stylist, she went to put them in and discovered there was no stick to the tapes. it wouldn’t adhere to my hair at all. i had to purchase tapes from her so the hair could be used. very disappointing. i would not recommend these extensions to anyone.",6a41839f729936974a496970df56334e,calibration
Wig is very soft and manageable. Received so many compliments wearing it. Definitely a good buy,0,5,1,1,wig is very soft and manageable. received so many compliments wearing it. definitely a good buy,f74acbd50ca50142240cf7a6e361f05d,calibration
I like this product.  It helps hair. Getting older and hair is thinning,0,5,0,1,i like this product. it helps hair. getting older and hair is thinning,6cc79762d5c145542f1684007fcb9c43,calibration
This mask is super moisturizing and makes my skin feel super clean and nourished!,0,5,0,1,this mask is super moisturizing and makes my skin feel super clean and nourished!,f382d1364eed170a15267dd487886d37,calibration
A mainstay in my self care routine.,1,5,0,1,a mainstay in my self care routine.,d6a0e23ba912807a985befbecb37f21a,calibration
My husband loves this pomade. 😍,1,5,0,1,my husband loves this pomade. 😍,c8d11c31efa4f0c81fef828c0c2ec647,calibration
"I love this product.  The feel and the smell, it's just wonderful.",0,5,0,1,"i love this product. the feel and the smell, it's just wonderful.",96f3d87f73d49bb36c75792da807c482,calibration
"Timely arrival, durable and variety of colored caps. Would like to see an option to choose cap colors.",1,5,0,1,"timely arrival, durable and variety of colored caps. would like to see an option to choose cap colors.",58f1f8ab0b1e7ef3632714a91eba35e8,calibration
